uni	pathway	url
P35998	Cdc20:Phospho-APC/C mediated degradation of Cyclin A	http://reactome.org/PathwayBrowser/#/R-HSA-174184
P35998	Vpu mediated degradation of CD4	http://reactome.org/PathwayBrowser/#/R-HSA-180534
P35998	Vif-mediated degradation of APOBEC3G	http://reactome.org/PathwayBrowser/#/R-HSA-180585
P35998	SCF(Skp2)-mediated degradation of p27/p21	http://reactome.org/PathwayBrowser/#/R-HSA-187577
P35998	Degradation of beta-catenin by the destruction complex	http://reactome.org/PathwayBrowser/#/R-HSA-195253
P35998	Downstream TCR signaling	http://reactome.org/PathwayBrowser/#/R-HSA-202424
P35998	Regulation of activated PAK-2p34 by proteasome mediated degradation	http://reactome.org/PathwayBrowser/#/R-HSA-211733
P35998	Separation of Sister Chromatids	http://reactome.org/PathwayBrowser/#/R-HSA-2467813
P35998	FCERI mediated NF-kB activation	http://reactome.org/PathwayBrowser/#/R-HSA-2871837
P35998	Autodegradation of the E3 ubiquitin ligase COP1	http://reactome.org/PathwayBrowser/#/R-HSA-349425
P35998	Regulation of ornithine decarboxylase (ODC)	http://reactome.org/PathwayBrowser/#/R-HSA-350562
P35998	ABC-family proteins mediated transport	http://reactome.org/PathwayBrowser/#/R-HSA-382556
P35998	AUF1 (hnRNP D0) binds and destabilizes mRNA	http://reactome.org/PathwayBrowser/#/R-HSA-450408
P35998	Asymmetric localization of PCP proteins	http://reactome.org/PathwayBrowser/#/R-HSA-4608870
P35998	Degradation of AXIN	http://reactome.org/PathwayBrowser/#/R-HSA-4641257
P35998	Degradation of DVL	http://reactome.org/PathwayBrowser/#/R-HSA-4641258
P35998	Hedgehog ligand biogenesis	http://reactome.org/PathwayBrowser/#/R-HSA-5358346
P35998	Hh mutants that don't undergo autocatalytic processing are degraded by ERAD	http://reactome.org/PathwayBrowser/#/R-HSA-5362768
P35998	Dectin-1 mediated noncanonical NF-kB signaling	http://reactome.org/PathwayBrowser/#/R-HSA-5607761
P35998	CLEC7A (Dectin-1) signaling	http://reactome.org/PathwayBrowser/#/R-HSA-5607764
P35998	Degradation of GLI1 by the proteasome	http://reactome.org/PathwayBrowser/#/R-HSA-5610780
P35998	Degradation of GLI2 by the proteasome	http://reactome.org/PathwayBrowser/#/R-HSA-5610783
P35998	GLI3 is processed to GLI3R by the proteasome	http://reactome.org/PathwayBrowser/#/R-HSA-5610785
P35998	Hedgehog 'on' state	http://reactome.org/PathwayBrowser/#/R-HSA-5632684
P35998	Regulation of RAS by GAPs	http://reactome.org/PathwayBrowser/#/R-HSA-5658442
P35998	TNFR2 non-canonical NF-kB pathway	http://reactome.org/PathwayBrowser/#/R-HSA-5668541
P35998	NIK-->noncanonical NF-kB signaling	http://reactome.org/PathwayBrowser/#/R-HSA-5676590
P35998	Defective CFTR causes cystic fibrosis	http://reactome.org/PathwayBrowser/#/R-HSA-5678895
P35998	MAPK6/MAPK4 signaling	http://reactome.org/PathwayBrowser/#/R-HSA-5687128
P35998	UCH proteinases	http://reactome.org/PathwayBrowser/#/R-HSA-5689603
P35998	Ub-specific processing proteases	http://reactome.org/PathwayBrowser/#/R-HSA-5689880
P35998	Neutrophil degranulation	http://reactome.org/PathwayBrowser/#/R-HSA-6798695
P35998	CDT1 association with the CDC6:ORC:origin complex	http://reactome.org/PathwayBrowser/#/R-HSA-68827
P35998	Orc1 removal from chromatin	http://reactome.org/PathwayBrowser/#/R-HSA-68949
P35998	CDK-mediated phosphorylation and removal of Cdc6	http://reactome.org/PathwayBrowser/#/R-HSA-69017
P35998	Ubiquitin-dependent degradation of Cyclin D1	http://reactome.org/PathwayBrowser/#/R-HSA-69229
P35998	G2/M Checkpoints	http://reactome.org/PathwayBrowser/#/R-HSA-69481
P35998	Ubiquitin Mediated Degradation of Phosphorylated Cdc25A	http://reactome.org/PathwayBrowser/#/R-HSA-69601
P35998	The role of GTSE1 in G2/M progression after G2 checkpoint	http://reactome.org/PathwayBrowser/#/R-HSA-8852276
P35998	FBXL7 down-regulates AURKA during mitotic entry and in early mitosis	http://reactome.org/PathwayBrowser/#/R-HSA-8854050
P35998	Antigen processing: Ubiquitination & Proteasome degradation	http://reactome.org/PathwayBrowser/#/R-HSA-983168
P36021	Transport of organic anions	http://reactome.org/PathwayBrowser/#/R-HSA-879518
P36222	Neutrophil degranulation	http://reactome.org/PathwayBrowser/#/R-HSA-6798695
P36268	Glutathione synthesis and recycling	http://reactome.org/PathwayBrowser/#/R-HSA-174403
P36268	Aflatoxin activation and detoxification	http://reactome.org/PathwayBrowser/#/R-HSA-5423646
P36269	Glutathione synthesis and recycling	http://reactome.org/PathwayBrowser/#/R-HSA-174403
P36269	Synthesis of Leukotrienes (LT) and Eoxins (EX)	http://reactome.org/PathwayBrowser/#/R-HSA-2142691
P36269	Aflatoxin activation and detoxification	http://reactome.org/PathwayBrowser/#/R-HSA-5423646
P36382	Gap junction assembly	http://reactome.org/PathwayBrowser/#/R-HSA-190861
P36383	Electric Transmission Across Gap Junctions	http://reactome.org/PathwayBrowser/#/R-HSA-112303
P36383	Gap junction assembly	http://reactome.org/PathwayBrowser/#/R-HSA-190861
P36402	Formation of the beta-catenin:TCF transactivating complex	http://reactome.org/PathwayBrowser/#/R-HSA-201722
P36402	Formation of the beta-catenin:TCF transactivating complex	http://reactome.org/PathwayBrowser/#/R-HSA-201722
P36402	Deactivation of the beta-catenin transactivating complex	http://reactome.org/PathwayBrowser/#/R-HSA-3769402
P36402	Ca2+ pathway	http://reactome.org/PathwayBrowser/#/R-HSA-4086398
P36402	Binding of TCF/LEF:CTNNB1 to target gene promoters	http://reactome.org/PathwayBrowser/#/R-HSA-4411364
P36402	Repression of WNT target genes	http://reactome.org/PathwayBrowser/#/R-HSA-4641265
P36404	Post-chaperonin tubulin folding pathway	http://reactome.org/PathwayBrowser/#/R-HSA-389977
P36404	Regulation of insulin secretion	http://reactome.org/PathwayBrowser/#/R-HSA-422356
P36405	Trafficking of myristoylated proteins to the cilium	http://reactome.org/PathwayBrowser/#/R-HSA-5624138
P36507	MAPK1 (ERK2) activation	http://reactome.org/PathwayBrowser/#/R-HSA-112411
P36507	Signal transduction by L1	http://reactome.org/PathwayBrowser/#/R-HSA-445144
P36507	Uptake and function of anthrax toxins	http://reactome.org/PathwayBrowser/#/R-HSA-5210891
P36507	RAF activation	http://reactome.org/PathwayBrowser/#/R-HSA-5673000
P36507	MAP2K and MAPK activation	http://reactome.org/PathwayBrowser/#/R-HSA-5674135
P36507	Negative feedback regulation of MAPK pathway	http://reactome.org/PathwayBrowser/#/R-HSA-5674499
P36507	Signaling by moderate kinase activity BRAF mutants	http://reactome.org/PathwayBrowser/#/R-HSA-6802946
P36507	Signaling by high-kinase activity BRAF mutants	http://reactome.org/PathwayBrowser/#/R-HSA-6802948
P36507	Signaling by RAS mutants	http://reactome.org/PathwayBrowser/#/R-HSA-6802949
P36507	Signaling by BRAF and RAF fusions	http://reactome.org/PathwayBrowser/#/R-HSA-6802952
P36507	Paradoxical activation of RAF signaling by kinase inactive BRAF	http://reactome.org/PathwayBrowser/#/R-HSA-6802955
P36537	Glucuronidation	http://reactome.org/PathwayBrowser/#/R-HSA-156588
P36542	Formation of ATP by chemiosmotic coupling	http://reactome.org/PathwayBrowser/#/R-HSA-163210
P36543	ROS, RNS production in response to bacteria	http://reactome.org/PathwayBrowser/#/R-HSA-1222556
P36543	Insulin receptor recycling	http://reactome.org/PathwayBrowser/#/R-HSA-77387
P36543	Transferrin endocytosis and recycling	http://reactome.org/PathwayBrowser/#/R-HSA-917977
P36543	Ion channel transport	http://reactome.org/PathwayBrowser/#/R-HSA-983712
P36544	Highly calcium permeable postsynaptic nicotinic acetylcholine receptors	http://reactome.org/PathwayBrowser/#/R-HSA-629594
P36551	Heme biosynthesis	http://reactome.org/PathwayBrowser/#/R-HSA-189451
P36578	L13a-mediated translational silencing of Ceruloplasmin expression	http://reactome.org/PathwayBrowser/#/R-HSA-156827
P36578	Peptide chain elongation	http://reactome.org/PathwayBrowser/#/R-HSA-156902
P36578	SRP-dependent cotranslational protein targeting to membrane	http://reactome.org/PathwayBrowser/#/R-HSA-1799339
P36578	SRP-dependent cotranslational protein targeting to membrane	http://reactome.org/PathwayBrowser/#/R-HSA-1799339
P36578	Viral mRNA Translation	http://reactome.org/PathwayBrowser/#/R-HSA-192823
P36578	Selenocysteine synthesis	http://reactome.org/PathwayBrowser/#/R-HSA-2408557
P36578	Major pathway of rRNA processing in the nucleolus and cytosol	http://reactome.org/PathwayBrowser/#/R-HSA-6791226
P36578	Formation of a pool of free 40S subunits	http://reactome.org/PathwayBrowser/#/R-HSA-72689
P36578	GTP hydrolysis and joining of the 60S ribosomal subunit	http://reactome.org/PathwayBrowser/#/R-HSA-72706
P36578	Eukaryotic Translation Termination	http://reactome.org/PathwayBrowser/#/R-HSA-72764
P36578	Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)	http://reactome.org/PathwayBrowser/#/R-HSA-975956
P36578	Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)	http://reactome.org/PathwayBrowser/#/R-HSA-975957
P36639-1	Phosphate bond hydrolysis by NUDT proteins	http://reactome.org/PathwayBrowser/#/R-HSA-2393930
P36639-2	Phosphate bond hydrolysis by NUDT proteins	http://reactome.org/PathwayBrowser/#/R-HSA-2393930
P36639-3	Phosphate bond hydrolysis by NUDT proteins	http://reactome.org/PathwayBrowser/#/R-HSA-2393930
P36639-4	Phosphate bond hydrolysis by NUDT proteins	http://reactome.org/PathwayBrowser/#/R-HSA-2393930
P36871	Glycogen synthesis	http://reactome.org/PathwayBrowser/#/R-HSA-3322077
P36871	Neutrophil degranulation	http://reactome.org/PathwayBrowser/#/R-HSA-6798695
P36871	Glycogen breakdown (glycogenolysis)	http://reactome.org/PathwayBrowser/#/R-HSA-70221
P36871	Galactose catabolism	http://reactome.org/PathwayBrowser/#/R-HSA-70370
P36873	Hormone-sensitive lipase (HSL)-mediated triacylglycerol hydrolysis	http://reactome.org/PathwayBrowser/#/R-HSA-163560
P36873	Downregulation of TGF-beta receptor signaling	http://reactome.org/PathwayBrowser/#/R-HSA-2173788
P36873	Separation of Sister Chromatids	http://reactome.org/PathwayBrowser/#/R-HSA-2467813
P36873	Resolution of Sister Chromatid Cohesion	http://reactome.org/PathwayBrowser/#/R-HSA-2500257
P36873	Circadian Clock	http://reactome.org/PathwayBrowser/#/R-HSA-400253
P36873	RHO GTPases Activate Formins	http://reactome.org/PathwayBrowser/#/R-HSA-5663220
P36873	Mitotic Prometaphase	http://reactome.org/PathwayBrowser/#/R-HSA-68877
P36888	Signaling by Interleukins	http://reactome.org/PathwayBrowser/#/R-HSA-449147
P36894	Signaling by BMP	http://reactome.org/PathwayBrowser/#/R-HSA-201451
P36896	Signaling by NODAL	http://reactome.org/PathwayBrowser/#/R-HSA-1181150
P36896	Regulation of signaling by NODAL	http://reactome.org/PathwayBrowser/#/R-HSA-1433617
P36896	Signaling by Activin	http://reactome.org/PathwayBrowser/#/R-HSA-1502540
P36897	Downregulation of TGF-beta receptor signaling	http://reactome.org/PathwayBrowser/#/R-HSA-2173788
P36897	Downregulation of TGF-beta receptor signaling	http://reactome.org/PathwayBrowser/#/R-HSA-2173788
P36897	TGF-beta receptor signaling activates SMADs	http://reactome.org/PathwayBrowser/#/R-HSA-2173789
P36897	TGF-beta receptor signaling in EMT (epithelial to mesenchymal transition)	http://reactome.org/PathwayBrowser/#/R-HSA-2173791
P36897	TGF-beta receptor signaling in EMT (epithelial to mesenchymal transition)	http://reactome.org/PathwayBrowser/#/R-HSA-2173791
P36897	SMAD2/3 Phosphorylation Motif Mutants in Cancer	http://reactome.org/PathwayBrowser/#/R-HSA-3304356
P36897	SMAD2/3 MH2 Domain Mutants in Cancer	http://reactome.org/PathwayBrowser/#/R-HSA-3315487
P36897	TGFBR2 Kinase Domain Mutants in Cancer	http://reactome.org/PathwayBrowser/#/R-HSA-3645790
P36897	TGFBR1 KD Mutants in Cancer	http://reactome.org/PathwayBrowser/#/R-HSA-3656532
P36897	TGFBR1 LBD Mutants in Cancer	http://reactome.org/PathwayBrowser/#/R-HSA-3656535
P36897	UCH proteinases	http://reactome.org/PathwayBrowser/#/R-HSA-5689603
P36897	Ub-specific processing proteases	http://reactome.org/PathwayBrowser/#/R-HSA-5689880
P36941	TNFR2 non-canonical NF-kB pathway	http://reactome.org/PathwayBrowser/#/R-HSA-5668541
P36941	TNF receptor superfamily (TNFSF) members mediating non-canonical NF-kB pathway	http://reactome.org/PathwayBrowser/#/R-HSA-5676594
P36941	TNF receptor superfamily (TNFSF) members mediating non-canonical NF-kB pathway	http://reactome.org/PathwayBrowser/#/R-HSA-5676594
P36954	Formation of RNA Pol II elongation complex 	http://reactome.org/PathwayBrowser/#/R-HSA-112382
P36954	Elongation arrest and recovery	http://reactome.org/PathwayBrowser/#/R-HSA-112387
P36954	Formation of the Early Elongation Complex	http://reactome.org/PathwayBrowser/#/R-HSA-113418
P36954	Formation of HIV elongation complex in the absence of HIV Tat	http://reactome.org/PathwayBrowser/#/R-HSA-167152
P36954	Formation of the HIV-1 Early Elongation Complex	http://reactome.org/PathwayBrowser/#/R-HSA-167158
P36954	RNA Pol II CTD phosphorylation and interaction with CE	http://reactome.org/PathwayBrowser/#/R-HSA-167160
P36954	HIV Transcription Initiation	http://reactome.org/PathwayBrowser/#/R-HSA-167161
P36954	RNA Polymerase II HIV Promoter Escape	http://reactome.org/PathwayBrowser/#/R-HSA-167162
P36954	Transcription of the HIV genome	http://reactome.org/PathwayBrowser/#/R-HSA-167172
P36954	Formation of HIV-1 elongation complex containing HIV-1 Tat	http://reactome.org/PathwayBrowser/#/R-HSA-167200
P36954	Formation of HIV-1 elongation complex containing HIV-1 Tat	http://reactome.org/PathwayBrowser/#/R-HSA-167200
P36954	Pausing and recovery of Tat-mediated HIV elongation	http://reactome.org/PathwayBrowser/#/R-HSA-167238
P36954	Abortive elongation of HIV-1 transcript in the absence of Tat	http://reactome.org/PathwayBrowser/#/R-HSA-167242
P36954	Tat-mediated HIV elongation arrest and recovery	http://reactome.org/PathwayBrowser/#/R-HSA-167243
P36954	Tat-mediated elongation of the HIV-1 transcript	http://reactome.org/PathwayBrowser/#/R-HSA-167246
P36954	HIV elongation arrest and recovery	http://reactome.org/PathwayBrowser/#/R-HSA-167287
P36954	Pausing and recovery of HIV elongation	http://reactome.org/PathwayBrowser/#/R-HSA-167290
P36954	Viral Messenger RNA Synthesis	http://reactome.org/PathwayBrowser/#/R-HSA-168325
P36954	MicroRNA (miRNA) biogenesis	http://reactome.org/PathwayBrowser/#/R-HSA-203927
P36954	Transcriptional regulation of pluripotent stem cells	http://reactome.org/PathwayBrowser/#/R-HSA-452723
P36954	Transcriptional regulation by small RNAs	http://reactome.org/PathwayBrowser/#/R-HSA-5578749
P36954	PIWI-interacting RNA (piRNA) biogenesis	http://reactome.org/PathwayBrowser/#/R-HSA-5601884
P36954	Activation of anterior HOX genes in hindbrain development during early embryogenesis	http://reactome.org/PathwayBrowser/#/R-HSA-5617472
P36954	RNA Polymerase II Pre-transcription Events	http://reactome.org/PathwayBrowser/#/R-HSA-674695
P36954	Formation of TC-NER Pre-Incision Complex	http://reactome.org/PathwayBrowser/#/R-HSA-6781823
P36954	Transcription-Coupled Nucleotide Excision Repair (TC-NER)	http://reactome.org/PathwayBrowser/#/R-HSA-6781827
P36954	Dual incision in TC-NER	http://reactome.org/PathwayBrowser/#/R-HSA-6782135
P36954	Gap-filling DNA repair synthesis and ligation in TC-NER	http://reactome.org/PathwayBrowser/#/R-HSA-6782210
P36954	TP53 Regulates Transcription of DNA Repair Genes	http://reactome.org/PathwayBrowser/#/R-HSA-6796648
P36954	FGFR2 alternative splicing	http://reactome.org/PathwayBrowser/#/R-HSA-6803529
P36954	RNA polymerase II transcribes snRNA genes	http://reactome.org/PathwayBrowser/#/R-HSA-6807505
P36954	RNA polymerase II transcribes snRNA genes	http://reactome.org/PathwayBrowser/#/R-HSA-6807505
P36954	mRNA Capping	http://reactome.org/PathwayBrowser/#/R-HSA-72086
P36954	mRNA Splicing - Major Pathway	http://reactome.org/PathwayBrowser/#/R-HSA-72163
P36954	mRNA Splicing - Minor Pathway	http://reactome.org/PathwayBrowser/#/R-HSA-72165
P36954	Processing of Capped Intron-Containing Pre-mRNA	http://reactome.org/PathwayBrowser/#/R-HSA-72203
P36954	RNA Polymerase II Promoter Escape	http://reactome.org/PathwayBrowser/#/R-HSA-73776
P36954	RNA Polymerase II Transcription Pre-Initiation And Promoter Opening	http://reactome.org/PathwayBrowser/#/R-HSA-73779
P36954	RNA Polymerase II Transcription Initiation	http://reactome.org/PathwayBrowser/#/R-HSA-75953
P36954	RNA Polymerase II Transcription Elongation	http://reactome.org/PathwayBrowser/#/R-HSA-75955
P36954	RNA Polymerase II Transcription Initiation And Promoter Clearance	http://reactome.org/PathwayBrowser/#/R-HSA-76042
P36954	RNA Pol II CTD phosphorylation and interaction with CE	http://reactome.org/PathwayBrowser/#/R-HSA-77075
P36954	Signaling by FGFR2 IIIa TM	http://reactome.org/PathwayBrowser/#/R-HSA-8851708
P36956-1	Regulation of cholesterol biosynthesis by SREBP (SREBF)	http://reactome.org/PathwayBrowser/#/R-HSA-1655829
P36956-1	Regulation of cholesterol biosynthesis by SREBP (SREBF)	http://reactome.org/PathwayBrowser/#/R-HSA-1655829
P36956-1	PPARA activates gene expression	http://reactome.org/PathwayBrowser/#/R-HSA-1989781
P36956-1	Activation of gene expression by SREBF (SREBP)	http://reactome.org/PathwayBrowser/#/R-HSA-2426168
P36956-1	Activation of gene expression by SREBF (SREBP)	http://reactome.org/PathwayBrowser/#/R-HSA-2426168
P36956-1	Transcriptional regulation of white adipocyte differentiation	http://reactome.org/PathwayBrowser/#/R-HSA-381340
P36956-3	Regulation of cholesterol biosynthesis by SREBP (SREBF)	http://reactome.org/PathwayBrowser/#/R-HSA-1655829
P36956-3	Regulation of cholesterol biosynthesis by SREBP (SREBF)	http://reactome.org/PathwayBrowser/#/R-HSA-1655829
P36956-3	PPARA activates gene expression	http://reactome.org/PathwayBrowser/#/R-HSA-1989781
P36956-3	Activation of gene expression by SREBF (SREBP)	http://reactome.org/PathwayBrowser/#/R-HSA-2426168
P36956-3	Activation of gene expression by SREBF (SREBP)	http://reactome.org/PathwayBrowser/#/R-HSA-2426168
P36956	RORA activates gene expression	http://reactome.org/PathwayBrowser/#/R-HSA-1368082
P36957	Glyoxylate metabolism and glycine degradation	http://reactome.org/PathwayBrowser/#/R-HSA-389661
P36957	Lysine catabolism	http://reactome.org/PathwayBrowser/#/R-HSA-71064
P36957	Citric acid cycle (TCA cycle)	http://reactome.org/PathwayBrowser/#/R-HSA-71403
P36959	Purine salvage	http://reactome.org/PathwayBrowser/#/R-HSA-74217
P36969	Synthesis of 5-eicosatetraenoic acids	http://reactome.org/PathwayBrowser/#/R-HSA-2142688
P36969	Synthesis of 12-eicosatetraenoic acid derivatives	http://reactome.org/PathwayBrowser/#/R-HSA-2142712
P36969	Synthesis of 15-eicosatetraenoic acid derivatives	http://reactome.org/PathwayBrowser/#/R-HSA-2142770
P37058	Androgen biosynthesis	http://reactome.org/PathwayBrowser/#/R-HSA-193048
P37058	Synthesis of very long-chain fatty acyl-CoAs	http://reactome.org/PathwayBrowser/#/R-HSA-75876
P37059	Estrogen biosynthesis	http://reactome.org/PathwayBrowser/#/R-HSA-193144
P37088	Stimuli-sensing channels	http://reactome.org/PathwayBrowser/#/R-HSA-2672351
P37108	SRP-dependent cotranslational protein targeting to membrane	http://reactome.org/PathwayBrowser/#/R-HSA-1799339
P37108	SRP-dependent cotranslational protein targeting to membrane	http://reactome.org/PathwayBrowser/#/R-HSA-1799339
P37108	Neutrophil degranulation	http://reactome.org/PathwayBrowser/#/R-HSA-6798695
P37173	Downregulation of TGF-beta receptor signaling	http://reactome.org/PathwayBrowser/#/R-HSA-2173788
P37173	Downregulation of TGF-beta receptor signaling	http://reactome.org/PathwayBrowser/#/R-HSA-2173788
P37173	TGF-beta receptor signaling activates SMADs	http://reactome.org/PathwayBrowser/#/R-HSA-2173789
P37173	TGF-beta receptor signaling in EMT (epithelial to mesenchymal transition)	http://reactome.org/PathwayBrowser/#/R-HSA-2173791
P37173	TGF-beta receptor signaling in EMT (epithelial to mesenchymal transition)	http://reactome.org/PathwayBrowser/#/R-HSA-2173791
P37173	SMAD2/3 Phosphorylation Motif Mutants in Cancer	http://reactome.org/PathwayBrowser/#/R-HSA-3304356
P37173	SMAD2/3 MH2 Domain Mutants in Cancer	http://reactome.org/PathwayBrowser/#/R-HSA-3315487
P37173	TGFBR2 MSI Frameshift Mutants in Cancer	http://reactome.org/PathwayBrowser/#/R-HSA-3642279
P37173	TGFBR2 Kinase Domain Mutants in Cancer	http://reactome.org/PathwayBrowser/#/R-HSA-3645790
P37173	TGFBR1 KD Mutants in Cancer	http://reactome.org/PathwayBrowser/#/R-HSA-3656532
P37173	TGFBR1 LBD Mutants in Cancer	http://reactome.org/PathwayBrowser/#/R-HSA-3656535
P37173	UCH proteinases	http://reactome.org/PathwayBrowser/#/R-HSA-5689603
P37198	ISG15 antiviral mechanism	http://reactome.org/PathwayBrowser/#/R-HSA-1169408
P37198	Transport of the SLBP independent Mature mRNA	http://reactome.org/PathwayBrowser/#/R-HSA-159227
P37198	Transport of the SLBP Dependant Mature mRNA	http://reactome.org/PathwayBrowser/#/R-HSA-159230
P37198	Transport of Mature mRNA Derived from an Intronless Transcript	http://reactome.org/PathwayBrowser/#/R-HSA-159231
P37198	Transport of Mature mRNA derived from an Intron-Containing Transcript	http://reactome.org/PathwayBrowser/#/R-HSA-159236
P37198	Rev-mediated nuclear export of HIV RNA	http://reactome.org/PathwayBrowser/#/R-HSA-165054
P37198	Transport of Ribonucleoproteins into the Host Nucleus	http://reactome.org/PathwayBrowser/#/R-HSA-168271
P37198	 NS1 Mediated Effects on Host Pathways	http://reactome.org/PathwayBrowser/#/R-HSA-168276
P37198	Viral Messenger RNA Synthesis	http://reactome.org/PathwayBrowser/#/R-HSA-168325
P37198	NEP/NS2 Interacts with the Cellular Export Machinery	http://reactome.org/PathwayBrowser/#/R-HSA-168333
P37198	Regulation of Glucokinase by Glucokinase Regulatory Protein	http://reactome.org/PathwayBrowser/#/R-HSA-170822
P37198	Nuclear import of Rev protein	http://reactome.org/PathwayBrowser/#/R-HSA-180746
P37198	Vpr-mediated nuclear import of PICs	http://reactome.org/PathwayBrowser/#/R-HSA-180910
P37198	snRNP Assembly	http://reactome.org/PathwayBrowser/#/R-HSA-191859
P37198	SUMOylation of DNA damage response and repair proteins	http://reactome.org/PathwayBrowser/#/R-HSA-3108214
P37198	Nuclear Pore Complex (NPC) Disassembly	http://reactome.org/PathwayBrowser/#/R-HSA-3301854
P37198	Regulation of HSF1-mediated heat shock response	http://reactome.org/PathwayBrowser/#/R-HSA-3371453
P37198	SUMOylation of RNA binding proteins	http://reactome.org/PathwayBrowser/#/R-HSA-4570464
P37198	SUMOylation of DNA replication proteins	http://reactome.org/PathwayBrowser/#/R-HSA-4615885
P37198	SUMOylation of DNA replication proteins	http://reactome.org/PathwayBrowser/#/R-HSA-4615885
P37198	Transcriptional regulation by small RNAs	http://reactome.org/PathwayBrowser/#/R-HSA-5578749
P37198	tRNA processing in the nucleus	http://reactome.org/PathwayBrowser/#/R-HSA-6784531
P37231	PPARA activates gene expression	http://reactome.org/PathwayBrowser/#/R-HSA-1989781
P37231	Transcriptional regulation of white adipocyte differentiation	http://reactome.org/PathwayBrowser/#/R-HSA-381340
P37231	Transcriptional regulation of white adipocyte differentiation	http://reactome.org/PathwayBrowser/#/R-HSA-381340
P37231	Nuclear Receptor transcription pathway	http://reactome.org/PathwayBrowser/#/R-HSA-383280
P37268	Cholesterol biosynthesis	http://reactome.org/PathwayBrowser/#/R-HSA-191273
P37268	PPARA activates gene expression	http://reactome.org/PathwayBrowser/#/R-HSA-1989781
P37268	Activation of gene expression by SREBF (SREBP)	http://reactome.org/PathwayBrowser/#/R-HSA-2426168
P37287	Synthesis of glycosylphosphatidylinositol (GPI)	http://reactome.org/PathwayBrowser/#/R-HSA-162710
P37288	Vasopressin-like receptors	http://reactome.org/PathwayBrowser/#/R-HSA-388479
P37288	G alpha (q) signalling events	http://reactome.org/PathwayBrowser/#/R-HSA-416476
P37288	Defective AVP causes neurohypophyseal diabetes insipidus (NDI)	http://reactome.org/PathwayBrowser/#/R-HSA-5619099
P37802	Platelet degranulation 	http://reactome.org/PathwayBrowser/#/R-HSA-114608
P37837	Insulin effects increased synthesis of Xylulose-5-Phosphate	http://reactome.org/PathwayBrowser/#/R-HSA-163754
P37837	Pentose phosphate pathway (hexose monophosphate shunt)	http://reactome.org/PathwayBrowser/#/R-HSA-71336
P37840	Amyloid fiber formation	http://reactome.org/PathwayBrowser/#/R-HSA-977225
P38117	Respiratory electron transport	http://reactome.org/PathwayBrowser/#/R-HSA-611105
P38159	mRNA Splicing - Major Pathway	http://reactome.org/PathwayBrowser/#/R-HSA-72163
P38159	Processing of Capped Intron-Containing Pre-mRNA	http://reactome.org/PathwayBrowser/#/R-HSA-72203
P38398	Meiotic synapsis	http://reactome.org/PathwayBrowser/#/R-HSA-1221632
P38398	SUMOylation of DNA damage response and repair proteins	http://reactome.org/PathwayBrowser/#/R-HSA-3108214
P38398	HDR through Single Strand Annealing (SSA)	http://reactome.org/PathwayBrowser/#/R-HSA-5685938
P38398	HDR through Homologous Recombination (HRR)	http://reactome.org/PathwayBrowser/#/R-HSA-5685942
P38398	Metalloprotease DUBs	http://reactome.org/PathwayBrowser/#/R-HSA-5689901
P38398	Resolution of D-loop Structures through Synthesis-Dependent Strand Annealing (SDSA)	http://reactome.org/PathwayBrowser/#/R-HSA-5693554
P38398	Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks	http://reactome.org/PathwayBrowser/#/R-HSA-5693565
P38398	Resolution of D-loop Structures through Holliday Junction Intermediates	http://reactome.org/PathwayBrowser/#/R-HSA-5693568
P38398	Nonhomologous End-Joining (NHEJ)	http://reactome.org/PathwayBrowser/#/R-HSA-5693571
P38398	Homologous DNA Pairing and Strand Exchange	http://reactome.org/PathwayBrowser/#/R-HSA-5693579
P38398	Processing of DNA double-strand break ends	http://reactome.org/PathwayBrowser/#/R-HSA-5693607
P38398	Presynaptic phase of homologous DNA pairing and strand exchange	http://reactome.org/PathwayBrowser/#/R-HSA-5693616
P38398	TP53 Regulates Transcription of DNA Repair Genes	http://reactome.org/PathwayBrowser/#/R-HSA-6796648
P38398	Regulation of TP53 Activity through Phosphorylation	http://reactome.org/PathwayBrowser/#/R-HSA-6804756
P38398	G2/M DNA damage checkpoint	http://reactome.org/PathwayBrowser/#/R-HSA-69473
P38398	Meiotic recombination	http://reactome.org/PathwayBrowser/#/R-HSA-912446
P38405	Adenylate cyclase activating pathway	http://reactome.org/PathwayBrowser/#/R-HSA-170660
P38405	Adenylate cyclase inhibitory pathway	http://reactome.org/PathwayBrowser/#/R-HSA-170670
P38405	Olfactory Signaling Pathway	http://reactome.org/PathwayBrowser/#/R-HSA-381753
P38435	Gamma-carboxylation of protein precursors	http://reactome.org/PathwayBrowser/#/R-HSA-159740
P38435	Gamma-carboxylation of protein precursors	http://reactome.org/PathwayBrowser/#/R-HSA-159740
P38484	Interferon gamma signaling	http://reactome.org/PathwayBrowser/#/R-HSA-877300
P38484	Regulation of IFNG signaling	http://reactome.org/PathwayBrowser/#/R-HSA-877312
P38484	Regulation of IFNG signaling	http://reactome.org/PathwayBrowser/#/R-HSA-877312
P38567	Interaction With Cumulus Cells	http://reactome.org/PathwayBrowser/#/R-HSA-2534343
P38570	Integrin cell surface interactions	http://reactome.org/PathwayBrowser/#/R-HSA-216083
